transaction_id,amount,currency,timestamp,status,network,card_type,bin,last4,merchant_id,merchant_category_code,country,customer_id,email,phone,risk_score,risk_level
txn_00000087,7642.43,INR,2025-12-28T05:19:52.277303,approved,VISA,debit,405321,8026,MID_6343,5311,IN,cust_9091,user87@example.com,+918350585730,18,low
txn_00000088,13876.89,INR,2025-12-27T05:19:52.277303,approved,Mastercard,credit,458247,7398,MID_9810,5311,IN,cust_4771,user88@example.com,+917942759133,26,low
txn_00000089,3367.67,INR,2026-01-05T05:19:52.277303,approved,VISA,debit,493325,2243,MID_3912,5311,IN,cust_1853,user89@example.com,+917654538042,29,low
txn_00000090,14625.57,INR,2026-01-04T05:19:52.277303,approved,Mastercard,debit,423357,6835,MID_6386,5541,IN,cust_7242,user90@example.com,+919188280710,12,low
txn_00000091,4730.2,INR,2025-12-29T05:19:52.277303,approved,VISA,debit,476887,1259,MID_3660,5541,IN,cust_3930,user91@example.com,+917706282387,6,low
txn_00000092,2093.3,INR,2025-12-31T05:19:52.277303,approved,VISA,debit,496064,8676,MID_3067,5311,IN,cust_7232,user92@example.com,+919686716982,8,low
txn_00000093,11891.38,INR,2025-12-22T05:19:52.277303,approved,RuPay,debit,481722,3663,MID_8969,5311,IN,cust_7395,user93@example.com,+918894265389,11,low
txn_00000094,14310.22,INR,2025-12-07T05:19:52.277303,approved,VISA,debit,467311,3716,MID_5543,5541,IN,cust_4477,user94@example.com,+918459462129,25,low
txn_00000095,10009.84,INR,2026-01-04T05:19:52.277303,approved,RuPay,debit,496902,7730,MID_1103,5812,IN,cust_3093,user95@example.com,+917276288094,15,low
txn_00000096,14537.03,INR,2026-01-05T05:19:52.277303,approved,Mastercard,debit,498777,4953,MID_9641,5411,IN,cust_9977,user96@example.com,+917247675711,25,low
txn_00000097,14448.82,INR,2025-12-10T05:19:52.277303,approved,Mastercard,credit,406325,6897,MID_3459,5541,IN,cust_3796,user97@example.com,+917519620925,20,low
txn_00000098,12583.69,INR,2025-12-06T05:19:52.277303,approved,VISA,debit,416662,9567,MID_6264,5812,IN,cust_1310,user98@example.com,+918190933001,9,low
txn_00000099,9744.12,INR,2026-01-02T05:19:52.277303,approved,RuPay,credit,469811,9632,MID_7318,5311,IN,cust_2111,user99@example.com,+919814245491,28,low
