transaction_id,amount,currency,timestamp,status,network,card_type,bin,last4,merchant_id,merchant_category_code,country,customer_id,email,phone,risk_score,risk_level
txn_00000024,426408.07,INR,2025-12-31T05:19:52.281971,declined,UNKNOWN,prepaid,482543,2501,MID_3644,5812,NG,cust_9704,,,55,high
txn_00000025,15973.31,INR,2025-11-16T05:19:52.282507,approved,VISA,prepaid,484647,5546,MID_7363,5812,IN,cust_5466,user25@example.com,+917466209560,20,low
txn_00000026,4068.65,INR,2025-11-06T05:19:52.282507,approved,Mastercard,credit,452511,7777,MID_9612,5812,IN,cust_2062,user26@example.com,+918266527066,39,low
txn_00000027,2304.98,INR,2025-12-03T05:19:52.282507,approved,Mastercard,debit,455182,7421,MID_2129,5812,IN,cust_4311,user27@example.com,+917483606949,32,low
txn_00000028,355013.95,USD,2025-12-29T05:19:52.282507,approved,Mastercard,prepaid,493872,7691,MID_9539,5812,US,cust_1552,,,72,high
txn_00000029,19479.77,INR,2025-12-18T05:19:52.282507,approved,VISA,prepaid,470653,8943,MID_3626,5812,IN,cust_9152,user29@example.com,+917064184880,29,low
txn_00000030,13133.88,INR,2025-11-21T05:19:52.282507,approved,VISA,prepaid,437674,6419,MID_7198,5812,IN,cust_8984,user30@example.com,+917094439652,26,low
txn_00000031,11815.58,INR,2025-11-27T05:19:52.282507,approved,VISA,prepaid,492212,3384,MID_9794,5812,IN,cust_4137,user31@example.com,+917185327536,18,low
txn_00000032,285280.66,EUR,2025-12-30T05:19:52.282507,pending,RuPay,credit,444273,5175,MID_5123,5411,GB,cust_6958,,,53,high
txn_00000033,4161.15,INR,2025-11-06T05:19:52.282507,approved,VISA,debit,424291,9561,MID_6572,5812,IN,cust_8842,user33@example.com,+919660797120,14,low
txn_00000034,17297.03,INR,2025-12-12T05:19:52.282507,approved,VISA,debit,459009,2411,MID_4972,5812,IN,cust_9131,user34@example.com,+917646869714,23,low
txn_00000035,2036.17,INR,2025-11-19T05:19:52.282507,approved,Mastercard,prepaid,434140,7388,MID_5249,5812,IN,cust_9492,user35@example.com,+917081560811,12,low
txn_00000036,108249.79,EUR,2025-12-29T05:19:52.282507,approved,UNKNOWN,debit,460828,8527,MID_8577,5812,GB,cust_5034,,,78,high
txn_00000037,11090.54,INR,2025-11-29T05:19:52.282507,approved,Mastercard,debit,421465,8277,MID_6703,5812,IN,cust_5769,user37@example.com,+919701375814,35,low
txn_00000038,4055.8,INR,2025-11-27T05:19:52.282507,approved,Mastercard,prepaid,460841,4619,MID_4304,5812,IN,cust_5194,user38@example.com,+919574190410,26,low
txn_00000039,1783.23,INR,2025-11-09T05:19:52.282507,approved,Mastercard,prepaid,443970,9679,MID_9573,5812,IN,cust_6425,user39@example.com,+919326629349,26,low
txn_00000040,465047.22,EUR,2025-11-07T05:19:52.282507,declined,Mastercard,credit,442953,4484,MID_9871,5812,GB,cust_2182,,,63,high
txn_00000041,17024.36,INR,2025-12-25T05:19:52.282507,approved,Mastercard,debit,401644,3733,MID_2637,5812,IN,cust_2667,user41@example.com,+917952422491,20,low
txn_00000042,19650.49,INR,2025-12-11T05:19:52.282507,approved,Mastercard,debit,492371,5685,MID_8133,5812,IN,cust_3998,user42@example.com,+918674165344,37,low
txn_00000043,15196.83,INR,2026-01-05T05:19:52.282507,approved,VISA,credit,425512,5312,MID_9918,5812,IN,cust_2331,user43@example.com,+919727078049,27,low
txn_00000044,413029.69,EUR,2025-11-21T05:19:52.282507,pending,RuPay,credit,425471,2683,MID_4572,0000,NG,cust_6277,,,57,high
txn_00000045,9195.23,INR,2025-12-01T05:19:52.282507,approved,VISA,debit,467839,6783,MID_7431,5812,IN,cust_1737,user45@example.com,+917188027600,17,low
txn_00000046,9503.25,INR,2025-11-11T05:19:52.282507,approved,VISA,credit,453772,4491,MID_3276,5812,IN,cust_3679,user46@example.com,+917966018790,29,low
txn_00000047,11819.78,INR,2025-12-03T05:19:52.282507,approved,VISA,debit,478019,1023,MID_9091,5812,IN,cust_1532,user47@example.com,+917989566970,29,low
txn_00000048,138976.99,INR,2025-11-20T05:19:52.282507,approved,Mastercard,debit,444225,1941,MID_4349,5812,GB,cust_3313,,,69,high
txn_00000049,7515.17,INR,2025-12-23T05:19:52.282507,approved,VISA,debit,496437,5633,MID_3384,5812,IN,cust_6973,user49@example.com,+918445246395,37,low
txn_00000050,5073.79,INR,2025-11-11T05:19:52.282507,approved,VISA,prepaid,429162,3078,MID_1239,5812,IN,cust_3519,user50@example.com,+919689625121,38,low
txn_00000051,12773.2,INR,2025-12-24T05:19:52.282507,approved,Mastercard,credit,426716,4019,MID_7154,5812,IN,cust_2186,user51@example.com,+918360044006,36,low
txn_00000052,481217.12,USD,2025-11-16T05:19:52.282507,pending,RuPay,prepaid,411733,5789,MID_3361,5812,GB,cust_7731,,,67,high
txn_00000053,5274.8,INR,2025-11-13T05:19:52.282507,approved,VISA,credit,441093,1245,MID_3471,5812,IN,cust_3145,user53@example.com,+918274728323,20,low
txn_00000054,6111.56,INR,2026-01-02T05:19:52.282507,approved,Mastercard,prepaid,452705,4635,MID_4066,5812,IN,cust_6070,user54@example.com,+918086805118,23,low
txn_00000055,14251.32,INR,2025-11-21T05:19:52.282507,approved,Mastercard,debit,454224,9303,MID_5271,5812,IN,cust_4757,user55@example.com,+919402205016,16,low
txn_00000056,414841.14,INR,2025-11-14T05:19:52.282507,approved,RuPay,credit,481479,5320,MID_5470,5812,NG,cust_7256,,,41,high
txn_00000057,5149.61,INR,2025-11-18T05:19:52.283510,approved,Mastercard,credit,439529,1829,MID_5894,5812,IN,cust_5558,user57@example.com,+918515551763,28,low
txn_00000058,6598.4,INR,2025-11-24T05:19:52.283510,approved,Mastercard,credit,407449,8686,MID_7070,5812,IN,cust_4603,user58@example.com,+917237532867,13,low
txn_00000059,18476.93,INR,2025-12-08T05:19:52.283510,approved,Mastercard,credit,436230,6579,MID_1880,5812,IN,cust_8112,user59@example.com,+918987437919,30,low
txn_00000060,105712.94,INR,2025-12-27T05:19:52.283510,pending,VISA,prepaid,472683,9072,MID_6687,5411,US,cust_7974,,,51,high
txn_00000061,3134.97,INR,2025-12-17T05:19:52.283510,approved,Mastercard,debit,454949,3565,MID_3918,5812,IN,cust_1158,user61@example.com,+917921133850,25,low
txn_00000062,5644.37,INR,2025-12-12T05:19:52.283510,approved,VISA,debit,478133,2727,MID_7693,5812,IN,cust_5948,user62@example.com,+919243886463,17,low
txn_00000063,12012.0,INR,2025-12-11T05:19:52.283510,approved,Mastercard,credit,476499,5998,MID_9397,5812,IN,cust_7099,user63@example.com,+918545270880,15,low
txn_00000064,334436.53,EUR,2025-12-06T05:19:52.283510,pending,UNKNOWN,debit,491149,7674,MID_4670,0000,IN,cust_3680,,,43,high
txn_00000065,18745.77,INR,2025-11-29T05:19:52.283510,approved,Mastercard,debit,401028,5985,MID_5373,5812,IN,cust_6666,user65@example.com,+917776107869,13,low
txn_00000066,15677.46,INR,2026-01-03T05:19:52.283510,approved,Mastercard,debit,469887,7371,MID_3225,5812,IN,cust_6439,user66@example.com,+919583180918,25,low
txn_00000067,7124.81,INR,2025-12-27T05:19:52.283510,approved,VISA,debit,413130,3542,MID_4950,5812,IN,cust_3306,user67@example.com,+917619852692,20,low
txn_00000068,430284.53,EUR,2025-12-25T05:19:52.283510,pending,UNKNOWN,credit,481434,3502,MID_3447,5411,US,cust_6637,,,65,high
txn_00000069,4960.29,INR,2025-12-10T05:19:52.283510,approved,VISA,debit,419854,3335,MID_1118,5812,IN,cust_2194,user69@example.com,+919358589817,25,low
txn_00000070,3131.81,INR,2025-11-19T05:19:52.283510,approved,VISA,prepaid,489959,2404,MID_8540,5812,IN,cust_6649,user70@example.com,+917801146387,25,low
txn_00000071,19012.13,INR,2025-12-12T05:19:52.283510,approved,Mastercard,prepaid,460576,1134,MID_3993,5812,IN,cust_7873,user71@example.com,+917435514035,38,low
txn_00000072,250620.76,EUR,2025-12-10T05:19:52.283510,approved,VISA,debit,481345,9959,MID_6670,5411,NG,cust_6547,,,40,high
txn_00000073,16065.44,INR,2025-11-15T05:19:52.283510,approved,VISA,credit,408853,3926,MID_7992,5812,IN,cust_4483,user73@example.com,+919489686091,19,low
txn_00000074,5035.22,INR,2025-12-10T05:19:52.283510,approved,VISA,prepaid,429491,2543,MID_7839,5812,IN,cust_8446,user74@example.com,+917191393687,11,low
txn_00000075,5828.01,INR,2025-11-07T05:19:52.283510,approved,VISA,debit,458093,7951,MID_2854,5812,IN,cust_2649,user75@example.com,+918233097337,14,low
txn_00000076,202120.74,EUR,2025-12-27T05:19:52.283510,approved,Mastercard,prepaid,401043,7652,MID_5029,5812,IN,cust_9579,,,69,high
txn_00000077,9269.11,INR,2025-12-13T05:19:52.283510,approved,Mastercard,debit,480028,1718,MID_9174,5812,IN,cust_7218,user77@example.com,+918330233968,22,low
txn_00000078,7042.32,INR,2025-12-11T05:19:52.283510,approved,VISA,credit,464995,5093,MID_6934,5812,IN,cust_6628,user78@example.com,+918468293519,18,low
txn_00000079,16006.66,INR,2025-11-30T05:19:52.283510,approved,VISA,credit,402844,8221,MID_7263,5812,IN,cust_3119,user79@example.com,+917633222363,40,low
txn_00000080,180965.02,EUR,2025-12-24T05:19:52.283510,approved,VISA,credit,456128,5447,MID_5310,5411,IN,cust_1697,,,40,high
txn_00000081,17182.7,INR,2025-12-28T05:19:52.283510,approved,Mastercard,prepaid,417133,1893,MID_4689,5812,IN,cust_7143,user81@example.com,+917277144413,15,low
txn_00000082,9842.23,INR,2025-11-19T05:19:52.283510,approved,Mastercard,credit,465861,6935,MID_9665,5812,IN,cust_2469,user82@example.com,+919023730804,22,low
txn_00000083,19347.41,INR,2025-12-30T05:19:52.283510,approved,VISA,credit,409706,4994,MID_1580,5812,IN,cust_6712,user83@example.com,+917565606122,36,low
txn_00000084,489336.6,EUR,2025-12-30T05:19:52.283510,approved,Mastercard,debit,479577,4516,MID_5393,5812,NG,cust_6396,,,65,high
txn_00000085,15430.01,INR,2025-12-28T05:19:52.283510,approved,Mastercard,debit,427602,2278,MID_8911,5812,IN,cust_1559,user85@example.com,+918716098052,32,low
txn_00000086,14329.85,INR,2025-11-16T05:19:52.284511,approved,VISA,credit,436238,5994,MID_6855,5812,IN,cust_7958,user86@example.com,+919640674055,32,low
txn_00000087,14216.57,INR,2025-11-16T05:19:52.284511,approved,Mastercard,prepaid,437809,3513,MID_9358,5812,IN,cust_4056,user87@example.com,+919238598285,37,low
txn_00000088,389197.03,INR,2025-11-20T05:19:52.284511,pending,VISA,prepaid,412731,1548,MID_7335,0000,US,cust_8524,,,68,high
txn_00000089,14024.8,INR,2025-12-08T05:19:52.284511,approved,VISA,debit,483412,1263,MID_4171,5812,IN,cust_7339,user89@example.com,+919420117717,20,low
txn_00000090,4533.24,INR,2025-11-15T05:19:52.284511,approved,Mastercard,debit,447586,5459,MID_9566,5812,IN,cust_2571,user90@example.com,+918875547985,22,low
txn_00000091,1784.39,INR,2025-11-15T05:19:52.284511,approved,Mastercard,credit,495635,6959,MID_4803,5812,IN,cust_7510,user91@example.com,+918610264804,13,low
txn_00000092,498436.75,EUR,2025-11-26T05:19:52.284511,pending,Mastercard,debit,491729,6761,MID_9840,0000,GB,cust_6704,,,70,high
txn_00000093,19215.35,INR,2025-11-08T05:19:52.284511,approved,Mastercard,credit,489817,9141,MID_1700,5812,IN,cust_7858,user93@example.com,+919511692278,25,low
txn_00000094,8493.39,INR,2025-12-06T05:19:52.284511,approved,Mastercard,debit,431565,7127,MID_5787,5812,IN,cust_8992,user94@example.com,+919301679416,22,low
txn_00000095,10839.09,INR,2025-11-23T05:19:52.284511,approved,VISA,debit,431671,6092,MID_6108,5812,IN,cust_6377,user95@example.com,+917374813450,33,low
txn_00000096,390736.52,USD,2025-11-16T05:19:52.284511,approved,Mastercard,prepaid,422139,3042,MID_3879,0000,GB,cust_4129,,,61,high
txn_00000097,11980.88,INR,2025-12-20T05:19:52.284511,approved,VISA,credit,483317,1894,MID_4436,5812,IN,cust_4545,user97@example.com,+919240259240,30,low
txn_00000098,11218.32,INR,2025-12-12T05:19:52.284511,approved,Mastercard,prepaid,447763,2943,MID_6319,5812,IN,cust_4126,user98@example.com,+917015942090,10,low
txn_00000099,16650.76,INR,2025-12-01T05:19:52.284511,approved,VISA,credit,442714,5618,MID_5173,5812,IN,cust_4631,user99@example.com,+917053364780,18,low
