transaction_id,amount,currency,timestamp,status,network,card_type,bin,last4,merchant_id,merchant_category_code,country,customer_id,email,phone,risk_score,risk_level
txn_00000026,876718.85,???,invalid_date,declined,,credit,000000,0000,,9999,,,,,93,high
txn_00000027,3319.32,???,2025-10-25T05:19:52.320861,error,VISA,unknown,477467,9785,MID_3101,,XX,cust_4727,,,92,high
txn_00000028,1055962.51,XXX,invalid_date,approved,NONE,unknown,000000,0000,,9999,NG,,,,89,high
txn_00000029,5463.02,INR,2025-12-24T05:19:52.320861,declined,,,430565,3318,MID_3522,0000,,cust_5561,,,96,high
txn_00000030,1662466.78,???,invalid_date,error,VISA,,000000,0000,,,XX,,,,92,high
txn_00000031,6697.81,INR,2025-10-21T05:19:52.320861,error,NONE,credit,418531,8603,MID_7024,,,cust_3845,,,95,high
txn_00000032,1428516.34,XXX,invalid_date,failed,NONE,credit,000000,0000,,0000,NG,,,,75,high
txn_00000033,8339.48,INR,2025-11-10T05:19:52.320861,approved,NONE,unknown,466808,7926,MID_9160,0000,,cust_4309,,,96,high
txn_00000034,583523.02,USD,invalid_date,failed,UNKNOWN,,000000,0000,,0000,KP,,,,70,high
txn_00000035,6077.06,???,2025-11-14T05:19:52.320861,approved,VISA,,404257,9934,MID_2837,,,cust_4471,,,83,high
txn_00000036,808735.42,INR,invalid_date,declined,,,000000,0000,,0000,,,,,96,high
txn_00000037,3396.9,XXX,2025-10-19T05:19:52.320861,error,,credit,426665,1194,MID_2241,9999,NG,cust_5695,,,85,high
txn_00000038,607444.36,XXX,invalid_date,error,,,000000,0000,,,XX,,,,97,high
txn_00000039,1644.7,???,2025-12-26T05:19:52.320861,error,NONE,,432862,6194,MID_8169,0000,XX,cust_7866,,,77,high
txn_00000040,1769915.95,USD,invalid_date,error,UNKNOWN,,000000,0000,,,KP,,,,95,high
txn_00000041,8705.08,XXX,2025-10-25T05:19:52.320861,error,,,427380,6918,MID_1805,9999,KP,cust_1611,,,71,high
txn_00000042,1073613.11,USD,invalid_date,approved,UNKNOWN,credit,000000,0000,,,XX,,,,76,high
txn_00000043,8396.05,???,2025-11-09T05:19:52.320861,error,,,474469,5178,MID_3817,,XX,cust_7496,,,71,high
txn_00000044,1345237.57,INR,invalid_date,declined,UNKNOWN,unknown,000000,0000,,,,,,,89,high
txn_00000045,2918.28,XXX,2025-10-24T05:19:52.320861,approved,VISA,credit,498508,6187,MID_2067,,NG,cust_1405,,,75,high
txn_00000046,1621882.94,???,invalid_date,declined,,,000000,0000,,9999,,,,,92,high
txn_00000047,8032.5,XXX,2026-01-03T05:19:52.320861,declined,NONE,,485517,1327,MID_8370,9999,NG,cust_6440,,,92,high
txn_00000048,1418335.11,USD,invalid_date,declined,NONE,unknown,000000,0000,,,NG,,,,94,high
txn_00000049,9971.77,XXX,2025-12-06T05:19:52.320861,error,,unknown,499619,1347,MID_2906,,XX,cust_5790,,,71,high
txn_00000050,1951029.74,???,invalid_date,error,,credit,000000,0000,,,,,,,71,high
txn_00000051,3386.8,INR,2025-12-16T05:19:52.320861,failed,,,465428,9103,MID_7909,9999,NG,cust_1243,,,78,high
txn_00000052,597837.84,XXX,invalid_date,error,NONE,,000000,0000,,0000,XX,,,,88,high
txn_00000053,4260.69,???,2025-10-10T05:19:52.320861,failed,UNKNOWN,unknown,449212,9977,MID_1559,,,cust_7670,,,77,high
txn_00000054,1073479.89,XXX,invalid_date,declined,VISA,credit,000000,0000,,,XX,,,,99,high
txn_00000055,8871.34,???,2025-12-14T05:19:52.320861,error,VISA,unknown,453584,1332,MID_8193,0000,,cust_7630,,,100,high
txn_00000056,1237705.44,INR,invalid_date,approved,VISA,unknown,000000,0000,,9999,NG,,,,83,high
txn_00000057,7816.09,USD,2025-12-12T05:19:52.321982,error,,unknown,405845,1297,MID_6364,9999,,cust_8718,,,100,high
txn_00000058,1435199.33,INR,invalid_date,error,VISA,,000000,0000,,0000,NG,,,,76,high
txn_00000059,6126.48,USD,2025-12-10T05:19:52.321982,failed,UNKNOWN,credit,443645,3169,MID_3598,9999,NG,cust_7105,,,97,high
txn_00000060,1884931.94,XXX,invalid_date,failed,,unknown,000000,0000,,9999,KP,,,,98,high
txn_00000061,3354.17,XXX,2025-12-20T05:19:52.321982,approved,NONE,credit,408399,5132,MID_2703,0000,,cust_3297,,,89,high
txn_00000062,1575818.5,XXX,invalid_date,declined,VISA,,000000,0000,,,KP,,,,99,high
txn_00000063,5268.2,USD,2025-12-10T05:19:52.321982,declined,UNKNOWN,,423845,9765,MID_9432,0000,NG,cust_5128,,,71,high
txn_00000064,529211.34,INR,invalid_date,approved,VISA,,000000,0000,,,KP,,,,92,high
txn_00000065,8030.75,XXX,2025-11-23T05:19:52.321982,failed,UNKNOWN,unknown,464984,5051,MID_1866,0000,,cust_7074,,,87,high
txn_00000066,814453.51,INR,invalid_date,failed,UNKNOWN,,000000,0000,,9999,,,,,94,high
txn_00000067,8511.06,???,2025-10-17T05:19:52.321982,declined,VISA,unknown,440126,9091,MID_8123,,,cust_4674,,,72,high
txn_00000068,938620.73,???,invalid_date,declined,UNKNOWN,,000000,0000,,,NG,,,,88,high
txn_00000069,4199.61,???,2025-11-04T05:19:52.321982,error,UNKNOWN,unknown,481382,4520,MID_9976,,XX,cust_1530,,,76,high
txn_00000070,814120.22,INR,invalid_date,declined,UNKNOWN,credit,000000,0000,,,NG,,,,99,high
txn_00000071,4568.05,XXX,2026-01-02T05:19:52.321982,error,UNKNOWN,,427297,5612,MID_6232,9999,NG,cust_1374,,,91,high
txn_00000072,1092021.24,???,invalid_date,error,VISA,,000000,0000,,9999,,,,,100,high
txn_00000073,1107.12,???,2025-11-22T05:19:52.321982,declined,UNKNOWN,credit,464619,2364,MID_8685,0000,NG,cust_6085,,,74,high
txn_00000074,1559179.37,XXX,invalid_date,declined,UNKNOWN,credit,000000,0000,,,XX,,,,71,high
txn_00000075,4141.88,USD,2025-11-10T05:19:52.321982,failed,UNKNOWN,credit,471878,1241,MID_7139,0000,,cust_1181,,,92,high
txn_00000076,1097099.45,INR,invalid_date,approved,NONE,,000000,0000,,,XX,,,,100,high
txn_00000077,7313.1,USD,2025-10-23T05:19:52.321982,error,UNKNOWN,credit,430116,8322,MID_7250,,XX,cust_1074,,,82,high
txn_00000078,1635482.61,XXX,invalid_date,approved,NONE,unknown,000000,0000,,,NG,,,,85,high
txn_00000079,5625.94,???,2025-12-15T05:19:52.321982,declined,VISA,,413910,8348,MID_4063,9999,,cust_8300,,,98,high
txn_00000080,1621482.46,???,invalid_date,failed,UNKNOWN,credit,000000,0000,,,KP,,,,100,high
txn_00000081,8236.38,INR,2025-10-15T05:19:52.321982,declined,UNKNOWN,credit,408440,7731,MID_9590,0000,,cust_7152,,,98,high
txn_00000082,1724437.75,XXX,invalid_date,approved,,,000000,0000,,0000,NG,,,,73,high
txn_00000083,3544.68,???,2025-12-01T05:19:52.321982,declined,,,459908,6339,MID_6782,,XX,cust_1048,,,86,high
txn_00000084,1818815.48,???,invalid_date,failed,NONE,,000000,0000,,,KP,,,,77,high
txn_00000085,1242.99,???,2025-11-06T05:19:52.321982,declined,UNKNOWN,unknown,424275,4896,MID_4690,0000,,cust_4693,,,100,high
txn_00000086,1686135.56,???,invalid_date,failed,VISA,unknown,000000,0000,,9999,XX,,,,96,high
txn_00000087,4386.91,USD,2025-12-31T05:19:52.321982,failed,,unknown,468123,1288,MID_3818,9999,XX,cust_6509,,,85,high
txn_00000088,1299733.61,INR,invalid_date,approved,UNKNOWN,unknown,000000,0000,,,NG,,,,92,high
txn_00000089,1001.62,???,2025-10-19T05:19:52.321982,approved,NONE,unknown,447529,9774,MID_4002,9999,NG,cust_8397,,,100,high
txn_00000090,601356.25,USD,invalid_date,failed,,credit,000000,0000,,,NG,,,,89,high
txn_00000091,2190.75,USD,2025-11-04T05:19:52.321982,declined,UNKNOWN,,420916,5858,MID_2545,9999,KP,cust_7612,,,72,high
txn_00000092,559137.17,USD,invalid_date,approved,,credit,000000,0000,,,,,,,98,high
txn_00000093,3546.35,???,2025-11-27T05:19:52.321982,error,UNKNOWN,,499873,6077,MID_5569,,KP,cust_1590,,,83,high
txn_00000094,1440549.4,USD,invalid_date,approved,NONE,,000000,0000,,9999,,,,,78,high
txn_00000095,4939.75,INR,2025-11-30T05:19:52.321982,approved,VISA,,492431,3301,MID_3123,,,cust_2177,,,75,high
txn_00000096,1531575.55,XXX,invalid_date,error,NONE,,000000,0000,,0000,XX,,,,85,high
txn_00000097,2158.92,INR,2025-12-04T05:19:52.321982,declined,NONE,,473013,8138,MID_5606,,,cust_1753,,,73,high
txn_00000098,1831012.26,XXX,invalid_date,error,VISA,unknown,000000,0000,,,KP,,,,84,high
txn_00000099,1503.99,XXX,2025-11-10T05:19:52.321982,error,VISA,unknown,401785,8428,MID_1770,9999,KP,cust_4708,,,70,high
